user_id,timestamp,event_name,user_plan,user_country,user_source,user_industry,prop_key,prop_value
user_192,2024-01-10T09:06:29,search_performed,pro,GB,referral,finance,query_length,4
user_192,2024-01-10T09:15:01,button_clicked,pro,GB,referral,finance,button_id,export
user_192,2024-01-10T09:23:27,dashboard_opened,pro,GB,referral,finance,section,funnels
user_192,2024-01-10T09:27:25,button_clicked,pro,GB,referral,finance,button_id,invite-member
user_192,2024-01-10T09:30:00,search_performed,pro,GB,referral,finance,query_length,30
user_117,2024-01-11T18:17:54,page_viewed,enterprise,DE,paid_search,media,page,/billing
user_117,2024-01-11T18:22:36,export_completed,enterprise,DE,paid_search,media,format,csv
user_117,2024-01-11T18:24:43,profile_updated,enterprise,DE,paid_search,media,,
user_199,2024-01-12T10:49:03,page_viewed,pro,PL,organic,media,page,/home
user_199,2024-01-12T10:53:14,settings_opened,pro,PL,organic,media,tab,team
user_199,2024-01-12T10:58:24,profile_updated,pro,PL,organic,media,,
user_199,2024-01-12T11:00:48,feature_tour_started,pro,PL,organic,media,,
user_199,2024-01-12T11:09:43,button_clicked,pro,PL,organic,media,button_id,run-ai
user_175,2024-01-12T11:09:53,page_viewed,enterprise,FR,paid_search,saas,page,/team
user_175,2024-01-12T11:10:44,filter_applied,enterprise,FR,paid_search,saas,filter_key,event_type
user_175,2024-01-12T11:20:18,page_viewed,enterprise,FR,paid_search,saas,page,/reports
user_175,2024-01-12T11:24:50,ai_summary_requested,enterprise,FR,paid_search,saas,doc_type,cohort
user_175,2024-01-12T11:30:57,export_started,enterprise,FR,paid_search,saas,format,csv
user_175,2024-01-12T11:35:47,page_viewed,enterprise,FR,paid_search,saas,page,/home
user_175,2024-01-12T11:37:10,search_performed,enterprise,FR,paid_search,saas,query_length,18
user_175,2024-01-12T11:43:55,page_viewed,enterprise,FR,paid_search,saas,page,/home
user_175,2024-01-12T11:44:07,page_viewed,enterprise,FR,paid_search,saas,page,/settings
user_155,2024-01-13T00:00:00,page_viewed,starter,PL,organic,media,page,/projects
user_155,2024-01-13T00:00:43,dashboard_opened,starter,PL,organic,media,section,events
user_155,2024-01-13T00:08:05,page_viewed,starter,PL,organic,media,page,/team
user_155,2024-01-13T00:17:38,filter_applied,starter,PL,organic,media,filter_key,user_segment
user_155,2024-01-13T00:21:04,feature_tour_started,starter,PL,organic,media,,
user_137,2024-01-14T00:00:00,page_viewed,free,GB,referral,ecommerce,page,/projects
user_137,2024-01-14T00:00:38,page_viewed,free,GB,referral,ecommerce,page,/home
user_137,2024-01-14T00:05:10,button_clicked,free,GB,referral,ecommerce,button_id,run-ai
user_137,2024-01-14T00:14:59,dashboard_opened,free,GB,referral,ecommerce,section,overview
user_137,2024-01-14T00:22:00,link_clicked,free,GB,referral,ecommerce,href,/docs
user_137,2024-01-14T00:25:40,invite_sent,free,GB,referral,ecommerce,role,viewer
user_137,2024-01-14T00:28:14,dashboard_opened,free,GB,referral,ecommerce,section,users
user_137,2024-01-14T00:33:08,page_viewed,free,GB,referral,ecommerce,page,/settings
user_137,2024-01-14T00:37:15,settings_opened,free,GB,referral,ecommerce,tab,billing
user_137,2024-01-14T00:40:33,export_started,free,GB,referral,ecommerce,format,csv
user_137,2024-01-14T00:47:04,link_clicked,free,GB,referral,ecommerce,href,/blog
user_137,2024-01-14T00:47:42,page_viewed,free,GB,referral,ecommerce,page,/team
user_137,2024-01-14T00:48:39,invite_sent,free,GB,referral,ecommerce,role,admin
user_137,2024-01-14T00:52:21,button_clicked,free,GB,referral,ecommerce,button_id,invite-member
user_137,2024-01-14T00:56:05,button_clicked,free,GB,referral,ecommerce,button_id,create-report
user_137,2024-01-14T00:59:32,button_clicked,free,GB,referral,ecommerce,button_id,export
user_192,2024-01-14T20:39:02,page_viewed,pro,GB,referral,finance,page,/team
user_192,2024-01-14T20:44:00,link_clicked,pro,GB,referral,finance,href,/docs
user_192,2024-01-14T20:47:44,ai_summary_requested,pro,GB,referral,finance,doc_type,report
user_192,2024-01-14T20:51:18,search_performed,pro,GB,referral,finance,query_length,12
user_192,2024-01-14T20:53:37,filter_applied,pro,GB,referral,finance,filter_key,user_segment
user_192,2024-01-14T20:58:14,button_clicked,pro,GB,referral,finance,button_id,export
user_192,2024-01-14T21:06:32,ai_summary_requested,pro,GB,referral,finance,doc_type,event_log
user_192,2024-01-14T21:07:11,dashboard_opened,pro,GB,referral,finance,section,events
user_192,2024-01-14T21:13:12,search_performed,pro,GB,referral,finance,query_length,14
user_117,2024-01-15T06:25:23,page_viewed,enterprise,DE,paid_search,media,page,/reports
user_117,2024-01-15T06:26:25,export_completed,enterprise,DE,paid_search,media,format,csv
user_117,2024-01-15T06:31:15,filter_applied,enterprise,DE,paid_search,media,filter_key,date_range
user_117,2024-01-15T06:40:49,report_created,enterprise,DE,paid_search,media,report_type,cohort
user_117,2024-01-15T06:49:26,link_clicked,enterprise,DE,paid_search,media,href,/pricing
user_117,2024-01-15T06:52:53,button_clicked,enterprise,DE,paid_search,media,button_id,export
user_117,2024-01-15T06:57:50,ai_summary_requested,enterprise,DE,paid_search,media,doc_type,report
user_124,2024-01-15T21:42:51,page_viewed,free,GB,paid_search,finance,page,/projects
user_124,2024-01-15T21:44:06,filter_applied,free,GB,paid_search,finance,filter_key,user_segment
user_124,2024-01-15T21:53:50,report_created,free,GB,paid_search,finance,report_type,monthly
user_124,2024-01-15T21:57:35,ai_summary_viewed,free,GB,paid_search,finance,rating,not_helpful
user_124,2024-01-15T22:02:42,export_completed,free,GB,paid_search,finance,format,csv
user_124,2024-01-15T22:06:59,button_clicked,free,GB,paid_search,finance,button_id,run-ai
user_124,2024-01-15T22:07:14,project_created,free,GB,paid_search,finance,template,saas-template
user_124,2024-01-15T22:10:42,button_clicked,free,GB,paid_search,finance,button_id,export
user_137,2024-01-16T00:05:54,page_viewed,free,GB,referral,ecommerce,page,/projects
user_137,2024-01-16T00:07:13,project_created,free,GB,referral,ecommerce,template,blank
user_137,2024-01-16T00:11:32,export_completed,free,GB,referral,ecommerce,format,xlsx
user_137,2024-01-16T00:18:43,export_started,free,GB,referral,ecommerce,format,xlsx
user_137,2024-01-16T00:21:02,button_clicked,free,GB,referral,ecommerce,button_id,export
user_137,2024-01-16T00:29:44,link_clicked,free,GB,referral,ecommerce,href,/pricing
user_137,2024-01-16T00:37:27,link_clicked,free,GB,referral,ecommerce,href,/docs
user_137,2024-01-16T00:40:34,button_clicked,free,GB,referral,ecommerce,button_id,run-ai
user_137,2024-01-16T00:48:04,link_clicked,free,GB,referral,ecommerce,href,/pricing
user_137,2024-01-16T00:51:12,export_completed,free,GB,referral,ecommerce,format,pdf
user_137,2024-01-16T00:57:27,button_clicked,free,GB,referral,ecommerce,button_id,upgrade-plan
user_137,2024-01-16T01:05:41,report_created,free,GB,referral,ecommerce,report_type,monthly
user_137,2024-01-16T01:10:34,report_created,free,GB,referral,ecommerce,report_type,custom
user_137,2024-01-16T01:13:45,report_created,free,GB,referral,ecommerce,report_type,monthly
user_199,2024-01-16T01:19:40,page_viewed,pro,PL,organic,media,page,/projects
user_137,2024-01-16T01:19:59,link_clicked,free,GB,referral,ecommerce,href,/docs
user_155,2024-01-16T01:22:19,page_viewed,starter,PL,organic,media,page,/home
user_199,2024-01-16T01:22:31,dashboard_opened,pro,PL,organic,media,section,funnels
user_155,2024-01-16T01:24:26,export_started,starter,PL,organic,media,format,csv
user_137,2024-01-16T01:25:51,export_started,free,GB,referral,ecommerce,format,xlsx
user_199,2024-01-16T01:26:25,page_viewed,pro,PL,organic,media,page,/settings
user_155,2024-01-16T01:29:22,feature_tour_completed,starter,PL,organic,media,,
user_199,2024-01-16T01:32:03,invite_sent,pro,PL,organic,media,role,editor
user_199,2024-01-16T01:32:36,search_performed,pro,PL,organic,media,query_length,22
user_137,2024-01-16T01:32:54,button_clicked,free,GB,referral,ecommerce,button_id,invite-member
user_155,2024-01-16T01:34:50,export_started,starter,PL,organic,media,format,xlsx
user_155,2024-01-16T01:38:38,export_started,starter,PL,organic,media,format,xlsx
user_199,2024-01-16T01:40:18,search_performed,pro,PL,organic,media,query_length,27
user_137,2024-01-16T01:42:40,invite_sent,free,GB,referral,ecommerce,role,editor
user_155,2024-01-16T01:44:00,dashboard_opened,starter,PL,organic,media,section,overview
user_199,2024-01-16T01:45:19,page_viewed,pro,PL,organic,media,page,/projects
user_199,2024-01-16T01:48:50,search_performed,pro,PL,organic,media,query_length,13
user_137,2024-01-16T01:51:09,export_completed,free,GB,referral,ecommerce,format,xlsx
user_155,2024-01-16T01:51:11,button_clicked,starter,PL,organic,media,button_id,create-report
user_155,2024-01-16T01:51:42,button_clicked,starter,PL,organic,media,button_id,upgrade-plan
user_155,2024-01-16T01:51:53,page_viewed,starter,PL,organic,media,page,/team
user_155,2024-01-16T01:57:02,dashboard_opened,starter,PL,organic,media,section,overview
user_199,2024-01-16T01:57:38,export_started,pro,PL,organic,media,format,csv
user_199,2024-01-16T01:58:01,ai_summary_viewed,pro,PL,organic,media,rating,not_helpful
user_155,2024-01-16T02:01:12,button_clicked,starter,PL,organic,media,button_id,invite-member
user_199,2024-01-16T02:07:48,export_completed,pro,PL,organic,media,format,xlsx
user_155,2024-01-16T02:09:08,search_performed,starter,PL,organic,media,query_length,11
user_155,2024-01-16T02:10:06,export_started,starter,PL,organic,media,format,csv
user_199,2024-01-16T02:10:46,dashboard_opened,pro,PL,organic,media,section,events
user_155,2024-01-16T02:12:26,export_started,starter,PL,organic,media,format,pdf
user_199,2024-01-16T02:17:26,dashboard_opened,pro,PL,organic,media,section,overview
user_155,2024-01-16T02:18:41,link_clicked,starter,PL,organic,media,href,/blog
user_199,2024-01-16T02:19:01,link_clicked,pro,PL,organic,media,href,/pricing
user_199,2024-01-16T02:25:29,invite_sent,pro,PL,organic,media,role,editor
user_155,2024-01-16T02:26:46,dashboard_opened,starter,PL,organic,media,section,overview
user_199,2024-01-16T02:32:18,button_clicked,pro,PL,organic,media,button_id,upgrade-plan
user_155,2024-01-16T02:35:16,link_clicked,starter,PL,organic,media,href,/docs
user_199,2024-01-16T02:36:15,page_viewed,pro,PL,organic,media,page,/team
user_199,2024-01-16T02:41:27,invite_sent,pro,PL,organic,media,role,admin
user_155,2024-01-16T02:44:21,project_created,starter,PL,organic,media,template,ecom-template
user_199,2024-01-16T02:45:04,button_clicked,pro,PL,organic,media,button_id,create-report
user_175,2024-01-16T07:53:04,page_viewed,enterprise,FR,paid_search,saas,page,/team
user_175,2024-01-16T07:54:19,export_started,enterprise,FR,paid_search,saas,format,pdf
user_175,2024-01-16T07:56:47,export_started,enterprise,FR,paid_search,saas,format,pdf
user_175,2024-01-16T08:01:13,filter_applied,enterprise,FR,paid_search,saas,filter_key,date_range
user_175,2024-01-16T08:06:14,export_started,enterprise,FR,paid_search,saas,format,csv
user_175,2024-01-16T08:11:49,button_clicked,enterprise,FR,paid_search,saas,button_id,export
user_175,2024-01-16T08:21:44,link_clicked,enterprise,FR,paid_search,saas,href,/pricing
user_175,2024-01-16T08:28:03,link_clicked,enterprise,FR,paid_search,saas,href,/pricing
user_175,2024-01-16T08:32:48,page_viewed,enterprise,FR,paid_search,saas,page,/reports
user_175,2024-01-16T08:42:35,search_performed,enterprise,FR,paid_search,saas,query_length,6
user_175,2024-01-16T08:43:49,profile_updated,enterprise,FR,paid_search,saas,,
user_175,2024-01-16T08:44:58,report_created,enterprise,FR,paid_search,saas,report_type,monthly
user_117,2024-01-17T02:03:19,page_viewed,enterprise,DE,paid_search,media,page,/team
user_117,2024-01-17T02:07:48,link_clicked,enterprise,DE,paid_search,media,href,/pricing
user_117,2024-01-17T02:15:11,report_created,enterprise,DE,paid_search,media,report_type,custom
user_117,2024-01-17T02:20:47,report_created,enterprise,DE,paid_search,media,report_type,cohort
user_117,2024-01-17T02:28:16,feature_tour_completed,enterprise,DE,paid_search,media,,
user_117,2024-01-17T02:34:27,link_clicked,enterprise,DE,paid_search,media,href,/blog
user_117,2024-01-17T02:35:42,link_clicked,enterprise,DE,paid_search,media,href,/docs
user_117,2024-01-17T02:44:35,button_clicked,enterprise,DE,paid_search,media,button_id,upgrade-plan
user_117,2024-01-17T02:49:45,report_created,enterprise,DE,paid_search,media,report_type,custom
user_117,2024-01-17T10:56:42,page_viewed,enterprise,DE,paid_search,media,page,/reports
user_117,2024-01-17T10:59:47,link_clicked,enterprise,DE,paid_search,media,href,/docs
user_117,2024-01-17T11:06:03,button_clicked,enterprise,DE,paid_search,media,button_id,export
user_117,2024-01-17T11:12:33,button_clicked,enterprise,DE,paid_search,media,button_id,invite-member
user_117,2024-01-17T11:14:48,page_viewed,enterprise,DE,paid_search,media,page,/team
user_117,2024-01-17T11:15:09,export_started,enterprise,DE,paid_search,media,format,csv
user_137,2024-01-18T17:57:37,page_viewed,free,GB,referral,ecommerce,page,/home
user_137,2024-01-18T18:01:30,link_clicked,free,GB,referral,ecommerce,href,/docs
user_137,2024-01-18T18:06:12,filter_applied,free,GB,referral,ecommerce,filter_key,user_segment
user_137,2024-01-18T18:10:37,link_clicked,free,GB,referral,ecommerce,href,/blog
user_137,2024-01-18T18:17:06,dashboard_opened,free,GB,referral,ecommerce,section,funnels
user_137,2024-01-18T18:21:53,export_failed,free,GB,referral,ecommerce,reason,quota_exceeded
user_137,2024-01-18T18:29:27,export_started,free,GB,referral,ecommerce,format,pdf
user_137,2024-01-18T18:33:35,button_clicked,free,GB,referral,ecommerce,button_id,run-ai
user_137,2024-01-18T18:40:42,dashboard_opened,free,GB,referral,ecommerce,section,events
user_137,2024-01-18T18:45:07,dashboard_opened,free,GB,referral,ecommerce,section,users
user_137,2024-01-18T18:51:54,filter_applied,free,GB,referral,ecommerce,filter_key,event_type
user_137,2024-01-18T18:57:08,page_viewed,free,GB,referral,ecommerce,page,/projects
user_137,2024-01-18T18:58:41,dashboard_opened,free,GB,referral,ecommerce,section,funnels
user_137,2024-01-18T19:05:59,ai_summary_requested,free,GB,referral,ecommerce,doc_type,cohort
user_137,2024-01-18T19:15:29,export_failed,free,GB,referral,ecommerce,reason,quota_exceeded
user_192,2024-01-18T19:17:50,page_viewed,pro,GB,referral,finance,page,/home
user_192,2024-01-18T19:19:34,button_clicked,pro,GB,referral,finance,button_id,export
user_137,2024-01-18T19:20:16,button_clicked,free,GB,referral,ecommerce,button_id,invite-member
user_192,2024-01-18T19:21:47,page_viewed,pro,GB,referral,finance,page,/home
user_137,2024-01-18T19:27:26,search_performed,free,GB,referral,ecommerce,query_length,35
user_192,2024-01-18T19:30:33,button_clicked,pro,GB,referral,finance,button_id,invite-member
user_137,2024-01-18T19:34:55,button_clicked,free,GB,referral,ecommerce,button_id,run-ai
user_137,2024-01-18T19:35:31,link_clicked,free,GB,referral,ecommerce,href,/docs
user_192,2024-01-18T19:39:52,export_completed,pro,GB,referral,finance,format,xlsx
user_192,2024-01-18T19:41:37,button_clicked,pro,GB,referral,finance,button_id,run-ai
user_192,2024-01-18T19:50:41,export_started,pro,GB,referral,finance,format,xlsx
user_192,2024-01-18T19:54:41,filter_applied,pro,GB,referral,finance,filter_key,user_segment
user_192,2024-01-18T19:55:38,report_created,pro,GB,referral,finance,report_type,custom
user_192,2024-01-18T20:00:34,filter_applied,pro,GB,referral,finance,filter_key,date_range
user_192,2024-01-18T20:01:51,export_started,pro,GB,referral,finance,format,csv
user_192,2024-01-18T20:07:04,export_completed,pro,GB,referral,finance,format,xlsx
user_192,2024-01-18T20:08:27,export_started,pro,GB,referral,finance,format,xlsx
user_192,2024-01-18T20:10:14,button_clicked,pro,GB,referral,finance,button_id,invite-member
user_192,2024-01-18T20:14:50,link_clicked,pro,GB,referral,finance,href,/blog
user_192,2024-01-18T20:19:13,filter_applied,pro,GB,referral,finance,filter_key,date_range
user_192,2024-01-18T20:24:52,button_clicked,pro,GB,referral,finance,button_id,upgrade-plan
user_192,2024-01-18T20:28:17,button_clicked,pro,GB,referral,finance,button_id,run-ai
user_192,2024-01-18T20:30:29,profile_updated,pro,GB,referral,finance,,
user_192,2024-01-18T20:32:36,settings_opened,pro,GB,referral,finance,tab,team
user_199,2024-01-19T20:46:34,page_viewed,pro,PL,organic,media,page,/settings
user_199,2024-01-19T20:47:00,filter_applied,pro,PL,organic,media,filter_key,event_type
user_199,2024-01-19T20:52:47,export_started,pro,PL,organic,media,format,pdf
user_199,2024-01-19T20:57:49,invite_sent,pro,PL,organic,media,role,editor
user_199,2024-01-19T21:04:38,ai_summary_requested,pro,PL,organic,media,doc_type,event_log
user_199,2024-01-19T21:08:23,button_clicked,pro,PL,organic,media,button_id,export
user_199,2024-01-19T21:17:09,feature_tour_completed,pro,PL,organic,media,,
user_199,2024-01-19T21:23:51,invite_sent,pro,PL,organic,media,role,editor
user_199,2024-01-19T21:32:06,settings_opened,pro,PL,organic,media,tab,team
user_199,2024-01-19T21:33:59,report_created,pro,PL,organic,media,report_type,weekly
user_199,2024-01-19T21:41:22,plan_downgraded,pro,PL,organic,media,from_plan,starter
user_199,2024-01-19T21:48:14,export_completed,pro,PL,organic,media,format,xlsx
user_199,2024-01-19T21:53:41,page_viewed,pro,PL,organic,media,page,/reports
user_199,2024-01-19T21:58:00,link_clicked,pro,PL,organic,media,href,/pricing
user_199,2024-01-19T22:06:50,link_clicked,pro,PL,organic,media,href,/pricing
user_175,2024-01-19T22:47:12,page_viewed,enterprise,FR,paid_search,saas,page,/billing
user_175,2024-01-19T22:49:42,dashboard_opened,enterprise,FR,paid_search,saas,section,funnels
user_175,2024-01-19T22:51:44,dashboard_opened,enterprise,FR,paid_search,saas,section,events
user_175,2024-01-19T23:00:41,ai_summary_requested,enterprise,FR,paid_search,saas,doc_type,report
user_175,2024-01-19T23:05:07,export_completed,enterprise,FR,paid_search,saas,format,csv
user_175,2024-01-19T23:12:12,export_completed,enterprise,FR,paid_search,saas,format,csv
user_175,2024-01-19T23:19:23,invite_sent,enterprise,FR,paid_search,saas,role,admin
user_111,2024-01-20T00:00:00,page_viewed,enterprise,CA,paid_search,ecommerce,page,/team
user_111,2024-01-20T00:04:35,report_created,enterprise,CA,paid_search,ecommerce,report_type,weekly
user_111,2024-01-20T00:09:53,button_clicked,enterprise,CA,paid_search,ecommerce,button_id,create-report
user_111,2024-01-20T00:19:34,button_clicked,enterprise,CA,paid_search,ecommerce,button_id,create-report
user_111,2024-01-20T00:28:46,ai_summary_requested,enterprise,CA,paid_search,ecommerce,doc_type,cohort
user_111,2024-01-20T00:35:06,settings_opened,enterprise,CA,paid_search,ecommerce,tab,billing
user_111,2024-01-20T00:43:11,project_created,enterprise,CA,paid_search,ecommerce,template,ecom-template
