user_id,timestamp,event_name,user_plan,user_country,user_team,user_role,code,current_plan,direction,from_plan,lang,latency_ms,mode,model,page,plan,position,query_len,rating,reason,scope,server,size_kb,tab,template,to_plan,tokens_approx,tool,type,visibility
usr_alex_chen,2025-01-02T08:03:49,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-haiku-4,,,,,,,,,,,,,600,,,
usr_alex_chen,2025-01-02T08:09:01,code_block_copied,pro,US,anthropic_internal,ml_engineer,,,,,python,,,,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-02T08:12:52,settings_opened,pro,US,anthropic_internal,ml_engineer,,,,,,,,,,,,,,,,,,appearance,,,,,,
usr_alex_chen,2025-01-02T08:14:01,settings_opened,pro,US,anthropic_internal,ml_engineer,,,,,,,,,,,,,,,,,,billing,,,,,,
usr_alex_chen,2025-01-02T08:15:01,code_block_copied,pro,US,anthropic_internal,ml_engineer,,,,,typescript,,,,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-02T08:16:54,conversation_started,pro,US,anthropic_internal,ml_engineer,,,,,,,analysis,,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-02T08:23:11,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-haiku-4,,,,,,,,,,,,,2500,,,
usr_alex_chen,2025-01-03T13:05:00,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,800,,claude-sonnet-4,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T13:07:06,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-sonnet-4,,,,,,,,,,,,,1200,,,
usr_alex_chen,2025-01-03T13:07:42,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,3400,,claude-sonnet-4,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T13:12:34,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,2100,,claude-opus-4,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T13:13:55,page_viewed,pro,US,anthropic_internal,ml_engineer,,,,,,,,,/settings,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T13:20:06,tool_result_received,pro,US,anthropic_internal,ml_engineer,,,,,,,,,,,,,,,,,,,,,,calculator,,
usr_alex_chen,2025-01-03T13:22:07,code_block_copied,pro,US,anthropic_internal,ml_engineer,,,,,json,,,,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T13:27:31,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,1200,,claude-sonnet-4,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T13:32:55,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-opus-4,,,,,,,,,,,,,2500,,,
usr_alex_chen,2025-01-03T13:37:35,code_execution_succeeded,pro,US,anthropic_internal,ml_engineer,,,,,javascript,,,,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T13:38:00,page_viewed,pro,US,anthropic_internal,ml_engineer,,,,,,,,,/team,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T13:41:11,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-sonnet-4,,,,,,,,,,,,,50,,,
usr_alex_chen,2025-01-03T13:42:00,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,5000,,claude-haiku-4,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T13:44:44,code_executed,pro,US,anthropic_internal,ml_engineer,,,,,python,,,,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T13:49:42,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-haiku-4,,,,,,,,,,,,,50,,,
usr_alex_chen,2025-01-03T13:56:09,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,2100,,claude-opus-4,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T14:00:00,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-opus-4,,,,,,,,,,,,,50,,,
usr_alex_chen,2025-01-03T14:01:44,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,3400,,claude-sonnet-4,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T14:05:38,tool_used,pro,US,anthropic_internal,ml_engineer,,,,,,,,,,,,,,,,,,,,,,image_gen,,
usr_alex_chen,2025-01-03T14:09:07,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-haiku-4,,,,,,,,,,,,,600,,,
usr_alex_chen,2025-01-03T14:11:34,conversation_started,pro,US,anthropic_internal,ml_engineer,,,,,,,code,,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T14:14:49,conversation_started,pro,US,anthropic_internal,ml_engineer,,,,,,,analysis,,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T14:20:52,conversation_started,pro,US,anthropic_internal,ml_engineer,,,,,,,chat,,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T14:24:15,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-haiku-4,,,,,,,,,,,,,120,,,
usr_alex_chen,2025-01-03T14:29:33,conversation_started,pro,US,anthropic_internal,ml_engineer,,,,,,,analysis,,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T14:32:09,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,1200,,claude-opus-4,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T14:38:05,tool_used,pro,US,anthropic_internal,ml_engineer,,,,,,,,,,,,,,,,,,,,,,calculator,,
usr_alex_chen,2025-01-03T14:40:47,conversation_searched,pro,US,anthropic_internal,ml_engineer,,,,,,,,,,,,3,,,,,,,,,,,,
usr_alex_chen,2025-01-03T14:45:42,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,1200,,claude-sonnet-4,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-03T14:47:00,code_block_copied,enterprise,IT,bigco_data,data_scientist,,,,,json,,,,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T14:48:03,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,1200,,claude-haiku-4,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T14:50:33,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-haiku-4,,,,,,,,,,,,,600,,,
usr_alex_chen,2025-01-03T14:51:35,code_executed,pro,US,anthropic_internal,ml_engineer,,,,,javascript,,,,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-03T14:51:54,conversation_archived,enterprise,IT,bigco_data,data_scientist,,,,,,,,,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T14:52:05,tool_result_received,pro,US,anthropic_internal,ml_engineer,,,,,,,,,,,,,,,,,,,,,,calculator,,
usr_marco_r,2025-01-03T14:52:25,response_received,enterprise,IT,bigco_data,data_scientist,,,,,,800,,claude-sonnet-4,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-03T14:54:52,tool_result_received,enterprise,IT,bigco_data,data_scientist,,,,,,,,,,,,,,,,,,,,,,web_search,,
usr_marco_r,2025-01-03T14:56:14,tool_used,enterprise,IT,bigco_data,data_scientist,,,,,,,,,,,,,,,,,,,,,,image_gen,,
usr_alex_chen,2025-01-03T14:56:24,conversation_rated,pro,US,anthropic_internal,ml_engineer,,,,,,,,,,,,,thumbs_down,,,,,,,,,,,
usr_marco_r,2025-01-03T14:58:36,message_sent,enterprise,IT,bigco_data,data_scientist,,,,,,,,claude-haiku-4,,,,,,,,,,,,,120,,,
usr_alex_chen,2025-01-03T14:59:13,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-haiku-4,,,,,,,,,,,,,50,,,
usr_alex_chen,2025-01-03T15:00:32,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,2100,,claude-opus-4,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-03T15:03:19,artifact_created,enterprise,IT,bigco_data,data_scientist,,,,,json,,,,,,,,,,,,,,,,,,svg,
usr_alex_chen,2025-01-03T15:05:34,project_opened,pro,US,anthropic_internal,ml_engineer,,,,,,,,,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-03T15:09:58,response_received,enterprise,IT,bigco_data,data_scientist,,,,,,2100,,claude-haiku-4,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T15:11:18,file_uploaded,pro,US,anthropic_internal,ml_engineer,,,,,,,,,,,,,,,,,8192,,,,,,png,
usr_marco_r,2025-01-03T15:14:30,artifact_downloaded,enterprise,IT,bigco_data,data_scientist,,,,,,,,,,,,,,,,,,,,,,,html,
usr_alex_chen,2025-01-03T15:16:07,conversation_searched,pro,US,anthropic_internal,ml_engineer,,,,,,,,,,,,3,,,,,,,,,,,,
usr_alex_chen,2025-01-03T15:16:29,code_executed,pro,US,anthropic_internal,ml_engineer,,,,,python,,,,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-03T15:18:04,tool_used,enterprise,IT,bigco_data,data_scientist,,,,,,,,,,,,,,,,,,,,,,web_search,,
usr_alex_chen,2025-01-03T15:20:34,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-haiku-4,,,,,,,,,,,,,600,,,
usr_marco_r,2025-01-03T15:20:54,artifact_created,enterprise,IT,bigco_data,data_scientist,,,,,sql,,,,,,,,,,,,,,,,,,code,
usr_marco_r,2025-01-03T15:21:27,message_sent,enterprise,IT,bigco_data,data_scientist,,,,,,,,claude-haiku-4,,,,,,,,,,,,,1200,,,
usr_alex_chen,2025-01-03T15:25:03,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,1200,,claude-opus-4,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-03T15:25:11,project_opened,enterprise,IT,bigco_data,data_scientist,,,,,,,,,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-03T15:26:38,response_received,enterprise,IT,bigco_data,data_scientist,,,,,,1200,,claude-opus-4,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-03T15:31:08,response_received,enterprise,IT,bigco_data,data_scientist,,,,,,5000,,claude-haiku-4,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T15:31:30,page_viewed,pro,US,anthropic_internal,ml_engineer,,,,,,,,,/projects,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T15:33:04,plan_page_viewed,pro,US,anthropic_internal,ml_engineer,,enterprise,,,,,,,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-03T15:33:28,code_executed,enterprise,IT,bigco_data,data_scientist,,,,,javascript,,,,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-03T15:34:09,sidebar_toggled,enterprise,IT,bigco_data,data_scientist,,,open,,,,,,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T15:34:53,tool_used,pro,US,anthropic_internal,ml_engineer,,,,,,,,,,,,,,,,,,,,,,image_gen,,
usr_marco_r,2025-01-03T15:36:44,artifact_created,enterprise,IT,bigco_data,data_scientist,,,,,sql,,,,,,,,,,,,,,,,,,react,
usr_alex_chen,2025-01-03T15:39:02,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-haiku-4,,,,,,,,,,,,,50,,,
usr_marco_r,2025-01-03T15:42:27,message_sent,enterprise,IT,bigco_data,data_scientist,,,,,,,,claude-haiku-4,,,,,,,,,,,,,2500,,,
usr_alex_chen,2025-01-03T15:45:26,code_block_copied,pro,US,anthropic_internal,ml_engineer,,,,,typescript,,,,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T15:46:09,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,1200,,claude-haiku-4,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-03T15:47:33,page_viewed,enterprise,IT,bigco_data,data_scientist,,,,,,,,,/settings,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T15:51:15,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-sonnet-4,,,,,,,,,,,,,600,,,
usr_alex_chen,2025-01-03T15:52:39,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-sonnet-4,,,,,,,,,,,,,2500,,,
usr_alex_chen,2025-01-03T15:54:10,conversation_copied,pro,US,anthropic_internal,ml_engineer,,,,,,,,,,,,,,,full,,,,,,,,,
usr_alex_chen,2025-01-03T15:57:13,response_received,pro,US,anthropic_internal,ml_engineer,,,,,,5000,,claude-sonnet-4,,,,,,,,,,,,,,,,
usr_alex_chen,2025-01-03T15:59:10,conversation_shared,pro,US,anthropic_internal,ml_engineer,,,,,,,,,,,,,,,,,,,,,,,,private
usr_alex_chen,2025-01-03T16:01:40,message_sent,pro,US,anthropic_internal,ml_engineer,,,,,,,,claude-sonnet-4,,,,,,,,,,,,,600,,,
usr_marco_r,2025-01-06T12:38:00,message_sent,enterprise,IT,bigco_data,data_scientist,,,,,,,,claude-opus-4,,,,,,,,,,,,,600,,,
usr_marco_r,2025-01-06T12:42:19,message_sent,enterprise,IT,bigco_data,data_scientist,,,,,,,,claude-sonnet-4,,,,,,,,,,,,,300,,,
usr_marco_r,2025-01-06T12:43:08,message_sent,enterprise,IT,bigco_data,data_scientist,,,,,,,,claude-sonnet-4,,,,,,,,,,,,,300,,,
usr_marco_r,2025-01-06T12:45:20,file_uploaded,enterprise,IT,bigco_data,data_scientist,,,,,,,,,,,,,,,,,200,,,,,,png,
usr_marco_r,2025-01-06T12:50:20,code_block_copied,enterprise,IT,bigco_data,data_scientist,,,,,sql,,,,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-06T12:50:40,code_block_copied,enterprise,IT,bigco_data,data_scientist,,,,,typescript,,,,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-06T12:55:10,message_sent,enterprise,IT,bigco_data,data_scientist,,,,,,,,claude-sonnet-4,,,,,,,,,,,,,300,,,
usr_marco_r,2025-01-06T12:58:49,conversation_started,enterprise,IT,bigco_data,data_scientist,,,,,,,research,,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-06T13:02:53,tool_used,enterprise,IT,bigco_data,data_scientist,,,,,,,,,,,,,,,,,,,,,,web_search,,
usr_marco_r,2025-01-06T13:06:15,artifact_created,enterprise,IT,bigco_data,data_scientist,,,,,json,,,,,,,,,,,,,,,,,,markdown,
usr_marco_r,2025-01-06T13:07:19,page_viewed,enterprise,IT,bigco_data,data_scientist,,,,,,,,,/projects,,,,,,,,,,,,,,,
usr_marco_r,2025-01-06T13:09:15,message_sent,enterprise,IT,bigco_data,data_scientist,,,,,,,,claude-haiku-4,,,,,,,,,,,,,120,,,
usr_marco_r,2025-01-06T13:09:41,message_sent,enterprise,IT,bigco_data,data_scientist,,,,,,,,claude-sonnet-4,,,,,,,,,,,,,50,,,
usr_marco_r,2025-01-06T13:11:28,response_received,enterprise,IT,bigco_data,data_scientist,,,,,,1200,,claude-sonnet-4,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-06T13:17:18,code_block_copied,enterprise,IT,bigco_data,data_scientist,,,,,sql,,,,,,,,,,,,,,,,,,,
usr_marco_r,2025-01-06T13:23:15,message_sent,enterprise,IT,bigco_data,data_scientist,,,,,,,,claude-haiku-4,,,,,,,,,,,,,120,,,
usr_marco_r,2025-01-06T13:29:43,message_sent,enterprise,IT,bigco_data,data_scientist,,,,,,,,claude-opus-4,,,,,,,,,,,,,2500,,,
usr_marco_r,2025-01-06T13:31:27,page_viewed,enterprise,IT,bigco_data,data_scientist,,,,,,,,,/settings,,,,,,,,,,,,,,,
usr_marco_r,2025-01-06T13:32:07,message_sent,enterprise,IT,bigco_data,data_scientist,,,,,,,,claude-sonnet-4,,,,,,,,,,,,,2500,,,
usr_marco_r,2025-01-06T13:35:19,message_sent,enterprise,IT,bigco_data,data_scientist,,,,,,,,claude-opus-4,,,,,,,,,,,,,600,,,
